/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22392	Jakub Berman	was born into	a middle-class Jewish family	0	2	2	5	5	9	0.9999999999769531	Jakub Berman was born into a middle-class Jewish family .	NNP NNP VBD VBN IN DT NN JJ NN .	B-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP O	jakub berman	bear into	a middle-class jewish family
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22393	Berman	first became	a prominent Polish-Jewish communist	0	1	1	3	3	7	0.8564426207299629	Berman first became a prominent Polish-Jewish communist in prewar Poland .	NNP RB VBD DT JJ JJ NN IN NN NNP .	B-NP B-ADVP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	berman	become	a prominent polish-jewish communist
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22394	he	joined	the Politburo of the Soviet-formed Polish United Workers ' Party	7	8	8	9	9	19	0.24261536162656885	Toward the end of World War II he joined the Politburo of the Soviet-formed Polish United Workers ' Party .	IN DT NN IN NNP NNP NNP PRP VBD DT NNP IN DT JJ JJ NNP NNPS POS NNP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	join	the politburo of the soviet-formed polish united workers ' party
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22395	he	was considered	Joseph Stalin 's right hand	5	6	6	8	8	13	0.4532593647158885	Between 1944 and 1953 , he was considered Joseph Stalin 's right hand in the People 's Republic of Poland – in charge of the notorious State Security Services Urząd Bezpieczeństwa – the largest secret police in Polish history and one of its most repressive institutions .	IN CD CC CD , PRP VBD VBN NNP NNP POS JJ NN IN DT NNS POS NNP IN NNP VBP IN NN IN DT JJ NNP NNP NNP NNP NNP VBD DT JJS JJ NN IN JJ NN CC CD IN PRP$ RBS JJ NNS .	B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O	he	consider	joseph stalin 's right hand
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22396	Berman	was the brother of	Adolf Berman	0	1	1	5	5	7	0.9722342394100268	Berman was the brother of Adolf Berman , a Zionist activist who emigrated to Israel in 1950 .	NNP VBD DT NN IN NNP NNP , DT NNP NN WP VBD TO NNP IN CD .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP B-VP B-PP B-NP B-PP B-NP O	berman	be brother of	adolf berman
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22396	a Zionist activist	emigrated to	Israel	8	11	12	14	14	15	0.854297663358054	Berman was the brother of Adolf Berman , a Zionist activist who emigrated to Israel in 1950 .	NNP VBD DT NN IN NNP NNP , DT NNP NN WP VBD TO NNP IN CD .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP B-VP B-PP B-NP B-PP B-NP O	a zionist activist	emigrate to	israel
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22397	Berman	received a law degree in	1925	0	1	1	6	6	7	0.9252023668040344	Berman received a law degree in 1925 from Warsaw University .	NNP VBD DT NN NN IN CD IN NNP NNP .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP O	berman	receive law degree in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22398	He	was a member of	the Communist Youth Union	0	1	1	5	5	9	0.7479560829893718	He was a member of the Communist Youth Union , and in 1928 joined the early Communist Party of Poland .	PRP VBD DT NN IN DT NNP NNP NNP , CC IN CD VBD DT JJ NNP NNP IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-PP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	he	be member of	the communist youth union
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22398	1928	joined	the early Communist Party of Poland	12	13	13	14	14	20	0.8729317662354202	He was a member of the Communist Youth Union , and in 1928 joined the early Communist Party of Poland .	PRP VBD DT NN IN DT NNP NNP NNP , CC IN CD VBD DT JJ NNP NNP IN NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-PP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	#	join	the early communist party of poland
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22399	He	worked on	his doctoral thesis	0	1	1	3	3	6	0.988627715700604	He worked on his doctoral thesis as an assistant to Marxist sociologist Prof. Ludwik Krzywicki , but was never to finish it .	PRP VBD IN PRP$ JJ NN IN DT NN TO NNP NN NNP NNP NNP , CC VBD RB TO VB PRP .	B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O O B-VP B-ADVP B-VP I-VP B-NP O	he	work on	his doctoral thesis
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakub Berman.txt	22399	Marxist sociologist Prof. Ludwik Krzywicki	was never to finish	it	10	15	17	21	21	22	0.2706282144322708	He worked on his doctoral thesis as an assistant to Marxist sociologist Prof. Ludwik Krzywicki , but was never to finish it .	PRP VBD IN PRP$ JJ NN IN DT NN TO NNP NN NNP NNP NNP , CC VBD RB TO VB PRP .	B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O O B-VP B-ADVP B-VP I-VP B-NP O	marxist sociologist prof. ludwik krzywicki	be to finish	it
