/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5912	Jacques-Henri Laffite	is	a French former racing driver	0	2	2	3	3	8	0.6753456368737972	Jacques-Henri Laffite is a French former racing driver who competed in Formula One from .	NNP NNP VBZ DT JJ JJ JJ NN WP VBD IN NNP CD IN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP O	jacques-henri laffite	be	a french former racing driver
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5912	a French former racing driver	competed in	Formula One from	3	8	9	11	11	14	0.5956788412590873	Jacques-Henri Laffite is a French former racing driver who competed in Formula One from .	NNP NNP VBZ DT JJ JJ JJ NN WP VBD IN NNP CD IN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP O	a french former racing driver	compete in	formula # from
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5913	He	achieved	six grand prix wins	0	1	1	2	2	6	0.48947808379059926	He achieved six grand prix wins , all while driving for the Ligier team .	PRP VBD CD JJ NN NNS , DT IN VBG IN DT NNP NN .	B-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	achieve	# grand prix wins
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5914	He	is now	a TV commentator	0	1	1	3	3	6	0.282476378856746	He is now a TV commentator on French television TF1 .	PRP VBZ RB DT NN NN IN JJ NN NN .	B-NP B-VP B-ADVP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	be	a tv commentator
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5915	Laffite	debuted in	Formula One	0	1	1	3	3	5	0.9203056199615267	Laffite debuted in Formula One in 1974 for Frank Williams ' Iso Marlboro team .	NNP VBD IN NNP CD IN CD IN NNP NNP POS NNP NNP NN .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	laffite	debut in	formula #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5916	he	raced for	the same team	3	4	4	6	6	9	0.18543484161284654	The following year he raced for the same team , now named Williams , scoring a 2nd place in the German Grand Prix at the Nürburgring .	DT VBG NN PRP VBD IN DT JJ NN , RB VBN NNP , VBG DT CD NN IN DT JJ NNP NNP IN DT NN .	B-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP O B-VP I-VP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	he	race for	the same team
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5917	Laffite	moved to	the French Ligier team	1	2	2	4	4	8	0.9580917306891589	In Laffite moved to the French Ligier team , scoring 20 points and a pole position at the Italian Grand Prix .	IN NNP VBD TO DT JJ NNP NN , VBG CD NNS CC DT NN NN IN DT JJ NNP NNP .	B-PP B-NP B-VP B-PP B-NP I-NP I-NP I-NP O B-VP B-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	laffite	move to	the french ligier team
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5918	he	managed to win	his first Grand Prix	8	9	9	12	12	16	0.07909620976953374	The next two seasons were transitional , although he managed to win his first Grand Prix at Anderstorp in the 1977 Swedish Grand Prix .	DT JJ CD NNS VBD JJ , IN PRP VBD TO VB PRP$ JJ NNP NNP IN NNP IN DT CD NNP NNP NNP .	B-NP I-NP I-NP I-NP B-VP B-ADJP O B-SBAR B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	he	manage to win	his first grand prix
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5919	The 1979 season	opened with	Laffite	0	3	3	5	5	6	0.5110299166896093	The 1979 season opened with Laffite winning the first two races .	DT CD NN VBD IN NNP VBG DT JJ CD NNS .	B-NP I-NP I-NP B-VP B-PP B-NP B-VP B-NP I-NP I-NP I-NP O	the # season	open with	laffite
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5920	He	fought for	the World Championship title	0	1	1	3	3	7	0.7044427153908435	He fought for the World Championship title until the last races , but eventually placed only 4th , with 36 points .	PRP VBD IN DT NNP NNP NN IN DT JJ NNS , CC RB VBD RB JJ , IN CD NNS .	B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O B-VP I-VP B-ADJP I-ADJP O B-PP B-NP I-NP O	he	fight for	the world championship title
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5922	Laffite	finished only 17th in	the final classification	5	6	6	10	10	13	0.9212722327537215	In 1982 , however , Laffite finished only 17th in the final classification , with only 5 points scored .	IN CD , RB , NNP VBD RB JJ IN DT JJ NN , IN RB CD NNS VBN .	B-PP B-NP O B-ADVP O B-NP B-VP B-ADVP I-ADVP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP B-VP O	laffite	finish 17th in	the final classification
