/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21618	Jakob Grimminger	was famous for carrying	the Blutfahne	0	2	3	7	7	9	0.9863385870459525	Jakob Grimminger who was famous for carrying the Blutfahne , the ceremonial Nazi flag .	NNP NNP WP VBD JJ IN VBG DT NNP , DT JJ NNP NN .	B-NP I-NP B-NP B-VP B-ADJP B-PP B-VP B-NP I-NP O B-NP I-NP I-NP I-NP O	jakob grimminger	be famous for carry	the blutfahne
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	He	was born in	Augsburg	0	1	1	4	4	5	0.8732513906025899	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	he	bear in	augsburg
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	Augsburg	entered	the Imperial German Army	4	5	8	9	9	13	0.9359133207888028	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	augsburg	enter	the imperial german army
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	he	was	sixteen years	14	15	15	16	16	18	0.223774423468918	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	he	be	# years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	sixteen years	served during	World War I. Mechanic	16	18	20	22	22	26	0.8891085709069376	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	# years	serve during	world war i. mechanic
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	he	fought in	the Gallipoli Campaign	35	36	36	38	38	41	0.4028320451403425	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	he	fight in	the gallipoli campaign
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	he	returned to	Germany	48	49	49	51	51	52	0.3739740231633221	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	he	return to	germany
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	the iron	cross	second class	54	56	56	57	57	59	0.8644947761415042	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	the iron	cross	second class
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21619	the Turkischer Eiserner Halbmond	was discharged in	1919	63	67	67	70	70	71	0.8485011349832193	He was born in Augsburg , Bavaria , entered the Imperial German Army when he was sixteen years old and served during World War I. Mechanic in an air regiment between 1914 and 1917 , he fought in the Gallipoli Campaign and after one year destined in Palestine he returned to Germany and with the iron cross second class , Bavarian medals and the Turkischer Eiserner Halbmond was discharged in 1919 .	PRP VBD VBN IN NNP , NNP , VBD DT JJ NNP NNP WRB PRP VBD CD NNS JJ CC VBD IN NNP NNP NNP NNP IN DT NN NN IN CD CC CD , PRP VBD IN DT NNP NNP CC IN CD NN VBN IN NNP PRP VBD TO NNP CC IN DT NN VBP JJ NN , NNP NNS CC DT NNP NNP NNP VBD VBN IN CD .	B-NP B-VP I-VP B-PP B-NP O B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-NP B-VP B-NP I-NP B-ADJP O B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-PP B-NP I-NP B-VP B-PP B-NP B-NP B-VP B-PP B-NP B-PP B-PP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP O	the turkischer eiserner halbmond	discharge in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21620	he	joined the Nazi Party in	1922	4	5	5	10	10	11	0.19895826267003217	Working as a tallist he joined the Nazi Party in 1922 and became a member of the Sturmabteilung , taking part in the fights for Coburg in 1922 and the Munich Beer Hall Putsch of 9 November 1923 .	NNP IN DT NN PRP VBD DT NNP NNP IN CD CC VBD DT NN IN DT NNP , VBG NN IN DT NNS IN NNP IN CD CC DT NNP NNP NNP NNP IN CD NNP CD .	B-NP B-PP B-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP B-PP B-NP I-NP B-PP B-NP B-PP B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	join nazus party in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21620	the Nazi Party	became a member of	the Sturmabteilung	6	9	12	16	16	18	0.940093000637298	Working as a tallist he joined the Nazi Party in 1922 and became a member of the Sturmabteilung , taking part in the fights for Coburg in 1922 and the Munich Beer Hall Putsch of 9 November 1923 .	NNP IN DT NN PRP VBD DT NNP NNP IN CD CC VBD DT NN IN DT NNP , VBG NN IN DT NNS IN NNP IN CD CC DT NNP NNP NNP NNP IN CD NNP CD .	B-NP B-PP B-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP B-PP B-NP I-NP B-PP B-NP B-PP B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the nazi party	become member of	the sturmabteilung
