/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17480	Jaime Elizabeth Pressly	is	an American actress and model	0	3	3	4	4	9	0.9999999998901186	Jaime Elizabeth Pressly is an American actress and model .	NNP NNP NNP VBZ DT JJ NN CC NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	jaime elizabeth pressly	be	an american actress and model
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17481	She	is best known for playing	Joy Turner	0	1	1	6	6	8	0.8980344641238517	She is best known for playing Joy Turner on the NBC sitcom My Name Is Earl , for which she was nominated for two Emmy Awards as well as a Golden Globe Award and a Screen Actors Guild Award .	PRP VBZ RB VBN IN VBG NNP NNP IN DT NNP NN PRP$ NN VBZ NNP , IN WDT PRP VBD VBN IN CD NNP NNS RB RB IN DT NNP NNP NNP CC DT NNP NNP NNP NNP .	B-NP B-VP I-VP I-VP B-PP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-NP I-NP B-VP B-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-ADVP I-ADVP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	she	know for play	joy turner
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17481	My Name	Is	Earl	12	14	14	15	15	16	0.4137955239461014	She is best known for playing Joy Turner on the NBC sitcom My Name Is Earl , for which she was nominated for two Emmy Awards as well as a Golden Globe Award and a Screen Actors Guild Award .	PRP VBZ RB VBN IN VBG NNP NNP IN DT NNP NN PRP$ NN VBZ NNP , IN WDT PRP VBD VBN IN CD NNP NNS RB RB IN DT NNP NNP NNP CC DT NNP NNP NNP NNP .	B-NP B-VP I-VP I-VP B-PP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-NP I-NP B-VP B-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-ADVP I-ADVP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	my name	be	earl
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17481	she	was nominated for	two Emmy Awards	19	20	20	23	23	26	0.32272161525321974	She is best known for playing Joy Turner on the NBC sitcom My Name Is Earl , for which she was nominated for two Emmy Awards as well as a Golden Globe Award and a Screen Actors Guild Award .	PRP VBZ RB VBN IN VBG NNP NNP IN DT NNP NN PRP$ NN VBZ NNP , IN WDT PRP VBD VBN IN CD NNP NNS RB RB IN DT NNP NNP NNP CC DT NNP NNP NNP NNP .	B-NP B-VP I-VP I-VP B-PP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-NP I-NP B-VP B-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-ADVP I-ADVP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	she	nominate for	# emmy awards
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17482	She	has also appeared in	films	0	1	1	5	5	6	0.4482133744687848	She has also appeared in films such as Joe Dirt , DOA : Dead or Alive and I Love You , Man .	PRP VBZ RB VBN IN NNS JJ IN NNP NNP , NNP : NNP CC NNP CC PRP VB PRP , UH .	B-NP B-VP I-VP I-VP B-PP B-NP B-PP I-PP B-NP I-NP O B-NP O B-NP I-NP I-NP O B-NP B-VP B-NP O B-NP O	she	appear in	films
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17482	I	Love	You	17	18	18	19	19	20	0.004325862702347594	She has also appeared in films such as Joe Dirt , DOA : Dead or Alive and I Love You , Man .	PRP VBZ RB VBN IN NNS JJ IN NNP NNP , NNP : NNP CC NNP CC PRP VB PRP , UH .	B-NP B-VP I-VP I-VP B-PP B-NP B-PP I-PP B-NP I-NP O B-NP O B-NP I-NP I-NP O B-NP B-VP B-NP O B-NP O	i	love	you
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17484	She	has	two siblings	0	1	1	2	2	4	0.33822478297439357	She has two siblings : sister Jessica and brother James Liston Pressly , Jr.	PRP VBZ CD NNS : NN NNP CC NN NNP NNP NNP , NNP	B-NP B-VP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP	she	have	# siblings
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17485	She	has spent	11 years	0	1	1	3	3	5	0.03693015328243945	She has spent 11 years studying gymnastics and dancing .	PRP VBZ VBN CD NNS VBG NNS CC NN .	B-NP B-VP I-VP B-NP I-NP B-VP B-NP I-NP I-NP O	she	spend	# years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17486	her mother	had moved while	her parents	10	12	12	15	15	17	0.43697333630308083	Pressly attended Costa Mesa High School in California , where her mother had moved while her parents were going through a divorce .	RB VBD NNP NNP NNP NNP IN NNP , WRB PRP$ NN VBD VBN IN PRP$ NNS VBD VBG IN DT NN .	B-ADVP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O	her mother	move while	her parents
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17486	her parents	were going through	a divorce	15	17	17	20	20	22	0.9395692640662324	Pressly attended Costa Mesa High School in California , where her mother had moved while her parents were going through a divorce .	RB VBD NNP NNP NNP NNP IN NNP , WRB PRP$ NN VBD VBN IN PRP$ NNS VBD VBG IN DT NN .	B-ADVP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O	her parents	go through	a divorce
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17488	Nikki	also played a recurring role as	the undead assassin Mika	6	7	17	23	23	27	0.9871031012470455	In 1998 she starred as " Nikki " on the short-lived TV series " Push" , and also played a recurring role as the undead assassin Mika in the TV action series Mortal Kombat : Conquest .	IN CD PRP VBD IN `` NNP '' IN DT JJ NN NN `` NNP , CC RB VBD DT VBG NN IN DT JJ NN NNP IN DT NN NN NN NNP NNP : NNP .	B-PP B-NP B-NP B-VP B-SBAR O B-NP O B-PP B-NP I-NP I-NP I-NP I-NP I-NP O O B-ADVP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP O	nikki	play recur role as	the undead assassin mika
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17491	She	subsequently appeared in	a number of films	0	1	1	4	4	8	0.3344012901966553	She subsequently appeared in a number of films , including Not Another Teen Movie and Torque , as a crazed , motorcycle-riding criminal .	PRP RB VBD IN DT NN IN NNS , VBG RB DT NNP NNP CC NNP , IN DT JJ , JJ JJ .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP O B-NP O B-PP B-NP I-NP I-NP I-NP I-NP O	she	appear in	a number of films
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17492	she	was made	the new spokesmodel	3	4	4	6	6	9	0.23750817418203662	In 2001 , she was made the new spokesmodel for Liz Claiborne Cosmetics and its fragrance Lucky You .	IN CD , PRP VBD VBN DT JJ NN IN NNP NNP NNP CC PRP$ NN JJ PRP .	B-PP B-NP O B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-NP O	she	make	the new spokesmodel
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17493	she	was ranked	# 8	3	4	4	6	6	8	0.23750817418203662	In 2002 , she was ranked # 8 in Stuff magazine 's " 102 Sexiest Women in the World " .	IN CD , PRP VBD VBN # CD IN NNP NN POS `` CD NNP NNS IN DT NNP '' .	B-PP B-NP O B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	she	rank	# #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17494	she	launched	a lingerie line	3	4	4	5	5	8	0.6318910524749186	In 2003 , she launched a lingerie line , J'Aime , which later became a full sleepwear and ready-to-wear line .	IN CD , PRP VBD DT NN NN , NNP , WDT RB VBD DT JJ NN CC NN NN .	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP O B-NP O B-NP B-ADVP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	she	launch	a lingerie line
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17494	J'Aime	later became	a full sleepwear and ready-to-wear line	9	10	12	14	14	20	0.5729177513472437	In 2003 , she launched a lingerie line , J'Aime , which later became a full sleepwear and ready-to-wear line .	IN CD , PRP VBD DT NN NN , NNP , WDT RB VBD DT JJ NN CC NN NN .	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP O B-NP O B-NP B-ADVP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	j'aime	become	a full sleepwear and ready-to-wear line
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17495	Maxim magazine	named	her	3	5	5	6	6	7	0.1798602403207723	In 2006 , Maxim magazine named her # 34 on its annual list ; she is also featured in its gallery .	IN CD , NNP NN VBD PRP # CD IN PRP$ JJ NN : PRP VBZ RB VBN IN PRP$ NN .	B-PP B-NP O B-NP I-NP B-VP B-NP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-PP B-NP I-NP O	maxim magazine	name	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17495	she	is also featured in	its gallery	14	15	15	19	19	21	0.3522921379250507	In 2006 , Maxim magazine named her # 34 on its annual list ; she is also featured in its gallery .	IN CD , NNP NN VBD PRP # CD IN PRP$ JJ NN : PRP VBZ RB VBN IN PRP$ NN .	B-PP B-NP O B-NP I-NP B-VP B-NP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-PP B-NP I-NP O	she	feature in	its gallery
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17497	She	also appeared nude in	the May 2006 issue of Allure	0	1	1	5	5	11	0.9999999998020883	She also appeared nude in the May 2006 issue of Allure .	PRP RB VBD JJ IN DT NNP CD NN IN NNP .	B-NP B-ADVP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	she	appear nude in	the may # issue of allure
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17498	guest	starred in	episodes of several TV shows	1	2	2	4	4	9	0.5085441559153052	Pressly guest starred in episodes of several TV shows .	RB NN VBD IN NNS IN JJ NN NNS .	B-ADVP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O	guest	star in	episodes of several tv shows
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17501	She	also appeared in	an episode of the prank series Punk 'd	0	1	1	4	4	12	0.9999999994134379	She also appeared in an episode of the prank series Punk 'd .	PRP RB VBD IN DT NN IN DT JJ NN NNP NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	she	appear in	an episode of the prank series punk 'd
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17502	My Name	Is	Earl	10	12	12	13	13	14	0.7316534126997098	In 2005 , Pressly was cast in the NBC sitcom My Name Is Earl , as Joy Turner .	IN CD , RB VBD VBN IN DT NNP NN PRP$ NN VBZ NNP , IN NNP NNP .	B-PP B-NP O B-ADVP B-VP I-VP B-PP B-NP I-NP I-NP B-NP I-NP B-VP B-NP O B-PP B-NP I-NP O	my name	be	earl
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jaime Pressly.txt	17503	she	won the Emmy Award for	Outstanding Supporting Actress	2	3	3	8	8	11	0.6087068508733711	In 2007 she won the Emmy Award for Outstanding Supporting Actress in a Comedy Series for her work on the show .	IN CD PRP VBD DT NNP NNP IN JJ NNP NNP IN DT NNP NNP IN PRP$ NN IN DT NN .	B-PP B-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O	she	win emmy award for	outstanding supporting actress
