/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20503	Jake Rosholt	is	an American mixed martial artist	0	2	2	3	3	8	0.843908541236736	Jake Rosholt is an American mixed martial artist and former collegiate amateur wrestler .	NNP NNP VBZ DT JJ JJ JJ NN CC JJ JJ NN NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	jake rosholt	be	an american mixed martial artist
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20504	Rosholt	formerly competed for	the Ultimate Fighting Championship	0	1	1	4	4	8	0.9999999999834597	Rosholt formerly competed for the Ultimate Fighting Championship .	NNP RB VBD IN DT NNP NNP NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP I-NP O	rosholt	compete for	the ultimate fighting championship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20505	Rosholt	won	the 184-pound NCAA Division	6	7	7	8	8	12	0.8256562283014522	Competing for Oklahoma State University , Rosholt won the 184-pound NCAA Division I wrestling title in 2003 as a freshman and the 197-pound title in 2005 and 2006 .	VBG IN NNP NNP NNP , NNP VBD DT JJ NNP NNP PRP VBG NN IN CD IN DT NN CC DT JJ NN IN CD CC CD .	B-VP B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP B-NP B-VP B-NP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	rosholt	win	the 184-pound ncaa division
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20506	OSU,	was	a 4-time All-American	4	5	5	6	6	9	0.9431189131285657	Rosholt , wrestled at OSU, was a 4-time All-American and 2004 Big 12 Conference champion .	NNP , VBD IN NNP VBD DT JJ NNP CC CD NNP CD NNP NN .	B-NP O B-VP B-SBAR B-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	osu,	be	a 4-time all-american
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20507	He	placed second at	the 2005 and 2006 Big 12 Conference	0	1	1	4	4	11	0.8627455438323437	He placed second at the 2005 and 2006 Big 12 Conference but went on to win NCAA championships both years , making him the 15th three-time NCAA Champion in Oklahoma State history and just their 10th four-time All-American .	PRP VBD JJ IN DT CD CC CD NNP CD NNP CC VBD IN TO VB NNP VBZ DT NNS , VBG PRP DT JJ JJ NNP NNP IN NNP NNP NN CC RB PRP$ JJ JJ NNP .	B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-PRT B-VP I-VP B-NP B-VP B-NP I-NP O B-VP B-NP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	he	place second at	the # and # big # conference
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20507	the 2005 and 2006 Big 12 Conference	went on to win	NCAA	4	11	12	16	16	17	0.21118221235356244	He placed second at the 2005 and 2006 Big 12 Conference but went on to win NCAA championships both years , making him the 15th three-time NCAA Champion in Oklahoma State history and just their 10th four-time All-American .	PRP VBD JJ IN DT CD CC CD NNP CD NNP CC VBD IN TO VB NNP VBZ DT NNS , VBG PRP DT JJ JJ NNP NNP IN NNP NNP NN CC RB PRP$ JJ JJ NNP .	B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-PRT B-VP I-VP B-NP B-VP B-NP I-NP O B-VP B-NP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	the # and # big # conference	go on to win	ncaa
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20507	NCAA	championships	both years	16	17	17	18	18	20	0.7471125451925129	He placed second at the 2005 and 2006 Big 12 Conference but went on to win NCAA championships both years , making him the 15th three-time NCAA Champion in Oklahoma State history and just their 10th four-time All-American .	PRP VBD JJ IN DT CD CC CD NNP CD NNP CC VBD IN TO VB NNP VBZ DT NNS , VBG PRP DT JJ JJ NNP NNP IN NNP NNP NN CC RB PRP$ JJ JJ NNP .	B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-PRT B-VP I-VP B-NP B-VP B-NP I-NP O B-VP B-NP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	ncaa	championship	both years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20508	He	ended	his college career	0	1	1	2	2	5	0.4040889255783679	He ended his college career with a 105–20 career record .	PRP VBD PRP$ NN NN IN DT CD NN NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	he	end	his college career
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20509	Rosholt	won	three Idaho state titles	4	5	5	6	6	10	0.9248599050644926	In high school , Rosholt won three Idaho state titles and the 2001 189-pound high school national championship as a member of the Sandpoint High School Bulldogs .	IN JJ NN , NNP VBD CD NNP NN NNS CC DT CD JJ JJ NN JJ NN IN DT NN IN DT NNP NNP NNP NNP .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	rosholt	win	# idaho state titles
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20510	the spring of 2007 Jake	began training for	MMA competition	1	6	6	9	9	11	0.990779557847263	In the spring of 2007 Jake began training for MMA competition at the Las Vegas-based Xtreme Couture gym .	IN DT NN IN CD NNP VBD VBG IN NNP NN IN DT NNP JJ NNP NNP NN .	B-PP B-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	the spring of # jake	begin train for	mma competition
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20511	He	is signed with	the Team Takedown management company	0	1	1	4	4	9	0.9999999998936664	He is signed with the Team Takedown management company .	PRP VBZ VBN IN DT NNP NNP NN NN .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP O	he	sign with	the team takedown management company
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20512	He	made	his World Extreme Cagefighting debut	0	1	1	2	2	7	0.6901370569767697	He made his World Extreme Cagefighting debut at WEC 36 , facing Nissen Osterneck .	PRP VBD PRP$ NNP NNP NNP NN IN NNP CD , VBG NNP NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP O	he	make	his world extreme cagefighting debut
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20513	Rosholt	had	difficulty defending	0	1	1	2	2	4	0.8062771166171786	Rosholt had difficulty defending against Osterneck 's stand-up , but was able to secure a number of takedowns and dominate on the ground before winning by technical knockout .	NNP VBD NN VBG IN NNP POS JJ , CC VBD JJ TO VB DT NN IN NNS CC VB IN DT NN IN VBG IN JJ NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O O B-VP B-ADJP B-VP I-VP B-NP I-NP I-NP I-NP O B-VP B-PP B-NP I-NP B-PP B-VP B-PP B-NP I-NP O	rosholt	have	difficulty defending
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20513	Osterneck 's stand-up	dominate on	the ground	5	8	19	21	21	23	0.9961560958875504	Rosholt had difficulty defending against Osterneck 's stand-up , but was able to secure a number of takedowns and dominate on the ground before winning by technical knockout .	NNP VBD NN VBG IN NNP POS JJ , CC VBD JJ TO VB DT NN IN NNS CC VB IN DT NN IN VBG IN JJ NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O O B-VP B-ADJP B-VP I-VP B-NP I-NP I-NP I-NP O B-VP B-PP B-NP I-NP B-PP B-VP B-PP B-NP I-NP O	osterneck 's stand-up	dominate on	the ground
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20514	Rosholt	signed with	the Ultimate Fighting Championship	8	9	9	11	11	15	0.9368965071669411	After the WEC dissolved their middleweight division , Rosholt signed with the Ultimate Fighting Championship .	IN DT NNP VBN PRP$ NN NN , NNP VBD IN DT NNP NNP NNP .	B-PP B-NP I-NP B-VP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP I-NP O	rosholt	sign with	the ultimate fighting championship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20515	Rosholt	was originally scheduled to face	Alessio Sakara	0	1	1	6	6	8	0.9161511969976299	Rosholt was originally scheduled to face Alessio Sakara at UFC Fight Night : Lauzon vs. Stephens , but Sakara withdrew due to injury and was replaced by International Fight League champion Dan Miller who quickly disposed of Rosholt in the first round via guillotine choke .	NNP VBD RB VBN TO VB NNP NNP IN NNP NNP NNP : NNP FW NNP , CC NNP VBD JJ TO NN CC VBD VBN IN NNP NNP NNP NN NNP NNP WP RB VBD IN NNP IN DT JJ NN IN NN VB .	B-NP B-VP I-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-ADVP B-VP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP B-VP O	rosholt	schedule to face	alessio sakara
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20515	Sakara	withdrew due to	injury	18	19	19	22	22	23	0.9339890618880262	Rosholt was originally scheduled to face Alessio Sakara at UFC Fight Night : Lauzon vs. Stephens , but Sakara withdrew due to injury and was replaced by International Fight League champion Dan Miller who quickly disposed of Rosholt in the first round via guillotine choke .	NNP VBD RB VBN TO VB NNP NNP IN NNP NNP NNP : NNP FW NNP , CC NNP VBD JJ TO NN CC VBD VBN IN NNP NNP NNP NN NNP NNP WP RB VBD IN NNP IN DT JJ NN IN NN VB .	B-NP B-VP I-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-ADVP B-VP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP B-VP O	sakara	withdraw due to	injury
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20515	Sakara	was replaced by	International Fight League champion Dan Miller	18	19	24	27	27	33	0.9552059325584736	Rosholt was originally scheduled to face Alessio Sakara at UFC Fight Night : Lauzon vs. Stephens , but Sakara withdrew due to injury and was replaced by International Fight League champion Dan Miller who quickly disposed of Rosholt in the first round via guillotine choke .	NNP VBD RB VBN TO VB NNP NNP IN NNP NNP NNP : NNP FW NNP , CC NNP VBD JJ TO NN CC VBD VBN IN NNP NNP NNP NN NNP NNP WP RB VBD IN NNP IN DT JJ NN IN NN VB .	B-NP B-VP I-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-ADVP B-VP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP B-VP O	sakara	replace by	international fight league champion dan miller
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20515	International Fight League champion Dan Miller	quickly disposed of	Rosholt	27	33	34	37	37	38	0.6414991695025039	Rosholt was originally scheduled to face Alessio Sakara at UFC Fight Night : Lauzon vs. Stephens , but Sakara withdrew due to injury and was replaced by International Fight League champion Dan Miller who quickly disposed of Rosholt in the first round via guillotine choke .	NNP VBD RB VBN TO VB NNP NNP IN NNP NNP NNP : NNP FW NNP , CC NNP VBD JJ TO NN CC VBD VBN IN NNP NNP NNP NN NNP NNP WP RB VBD IN NNP IN DT JJ NN IN NN VB .	B-NP B-VP I-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-ADVP B-VP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP B-VP O	international fight league champion dan miller	dispose of	rosholt
