/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7495	Edmonton Oilers	was	a Canadian professional ice hockey goaltender	0	2	2	3	3	9	0.9999999999144422	Edmonton Oilers was a Canadian professional ice hockey goaltender .	NNP NNS VBD DT JJ JJ NN NN NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O	edmonton oilers	be	a canadian professional ice hockey goaltender
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7496	he	was considered to be one of	the most important innovators	7	8	8	14	14	18	0.04222776930611162	During a career lasting from 1947–1975 , he was considered to be one of the most important innovators in hockey .	IN DT NN VBG IN CD , PRP VBD VBN TO VB CD IN DT RBS JJ NNS IN NN .	B-PP B-NP I-NP B-VP B-PP B-NP O B-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP O	he	consider to be one of	the most important innovators
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7497	He	played for	the Montreal Canadiens	0	1	1	3	3	6	0.7044427153908435	He played for the Montreal Canadiens from 1953 to 1963 ; during his tenure , the team won the Stanley Cup six times , including five consecutive wins .	PRP VBD IN DT NNP NNP IN CD TO CD : IN PRP$ NN , DT NN VBD DT NNP NNP CD NNS , VBG CD JJ NNS .	B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP B-PP B-NP O B-PP B-NP I-NP O B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP O	he	play for	the montreal canadiens
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7497	the team	won	the Stanley Cup six times	15	17	17	18	18	23	0.9261177811703276	He played for the Montreal Canadiens from 1953 to 1963 ; during his tenure , the team won the Stanley Cup six times , including five consecutive wins .	PRP VBD IN DT NNP NNP IN CD TO CD : IN PRP$ NN , DT NN VBD DT NNP NNP CD NNS , VBG CD JJ NNS .	B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP B-PP B-NP O B-PP B-NP I-NP O B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP O	the team	win	the stanley cup # times
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7498	Plante	retired in	1965	0	1	1	3	3	4	0.817857505273929	Plante retired in 1965 but was persuaded to return to the National Hockey League to play for the expansion St . Louis Blues in 1968 .	NNP VBD IN CD CC VBD VBN TO VB TO DT NNP NNP NNP TO VB IN DT NN NNP . NNP NNP IN CD .	B-NP B-VP B-PP B-NP O B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP B-NP I-NP I-NP I-NP B-PP B-NP O	plante	retire in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7498	1965	was persuaded to return to	the National Hockey League	3	4	5	10	10	14	0.40944332799572314	Plante retired in 1965 but was persuaded to return to the National Hockey League to play for the expansion St . Louis Blues in 1968 .	NNP VBD IN CD CC VBD VBN TO VB TO DT NNP NNP NNP TO VB IN DT NN NNP . NNP NNP IN CD .	B-NP B-VP B-PP B-NP O B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP B-NP I-NP I-NP I-NP B-PP B-NP O	#	persuade to return to	the national hockey league
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7499	He	was later traded to	the Toronto Maple Leafs	0	1	1	5	5	9	0.8778383755166335	He was later traded to the Toronto Maple Leafs in 1970 and to the Boston Bruins in 1973 .	PRP VBD RB VBN TO DT NNP NNP NNP IN CD CC TO DT NNP NNP IN CD .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O B-PP B-NP I-NP I-NP B-PP B-NP O	he	trade to	the toronto maple leafs
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7500	He	joined	the World Hockey Association	0	1	1	2	2	6	0.6021350111765814	He joined the World Hockey Association as coach and general manager for the Quebec Nordiques in 1973–74 .	PRP VBD DT NNP NNP NNP IN NN CC JJ NN IN DT NNP NNP IN CD .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	he	join	the world hockey association
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7501	He	then played goal for	the Edmonton Oilers	0	1	1	5	5	8	0.8184858094199847	He then played goal for the Edmonton Oilers in 1974–75 , ending his professional career with that team .	PRP RB VBD NN IN DT NNP NNS IN CD , VBG PRP$ JJ NN IN DT NN .	B-NP B-ADVP B-VP B-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP O	he	play goal for	the edmonton oilers
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7502	Plante	was	the first NHL goaltender	0	1	1	2	2	6	0.6235575731106738	Plante was the first NHL goaltender to wear a goaltender mask in regulation play on a regular basis .	NNP VBD DT JJ NNP NN TO VB DT NN NN IN NN NN IN DT JJ NN .	B-NP B-VP B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	plante	be	the first nhl goaltender
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7503	He	tested many versions of	the mask	0	1	3	7	7	9	0.36717361086681216	He developed and tested many versions of the mask with the assistance of other experts .	PRP VBD CC VBD JJ NNS IN DT NN IN DT NN IN JJ NNS .	B-NP B-VP O B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	he	test version of	the mask
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7504	Plante	was	the first goaltender	0	1	1	2	2	5	0.28511137521777724	Plante was the first goaltender to regularly play the puck outside his crease in support of his team 's defencemen , and he often instructed his teammates from behind the play .	NNP VBD DT JJ NN TO RB VB DT NN IN PRP$ NN IN NN IN PRP$ NN POS NNS , CC PRP RB VBD PRP$ NNS IN IN DT NN .	B-NP B-VP B-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-ADVP B-VP B-NP I-NP B-PP I-PP B-NP I-NP O	plante	be	the first goaltender
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7504	he	often instructed	his teammates	22	23	23	25	25	27	0.22802249511872744	Plante was the first goaltender to regularly play the puck outside his crease in support of his team 's defencemen , and he often instructed his teammates from behind the play .	NNP VBD DT JJ NN TO RB VB DT NN IN PRP$ NN IN NN IN PRP$ NN POS NNS , CC PRP RB VBD PRP$ NNS IN IN DT NN .	B-NP B-VP B-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-ADVP B-VP B-NP I-NP B-PP I-PP B-NP I-NP O	he	instruct	his teammates
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7505	Plante	was inducted into	the Hockey Hall of Fame	0	1	1	4	4	9	0.9851395303038705	Plante was inducted into the Hockey Hall of Fame in 1978 , was chosen as the goaltender of the Canadiens ' "dream team " in 1985 , and was inducted into the Quebec Sports Pantheon in 1994 .	NNP VBD VBN IN DT NNP NNP IN NNP IN CD , VBD VBN IN DT NN IN DT NNP POS NN NN '' IN CD , CC VBD VBN IN DT NNP NNP NNP IN CD .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O	plante	induct into	the hockey hall of fame
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7505	the Hockey Hall of Fame	was chosen as	the goaltender of the Canadiens ' "dream team	4	9	12	15	15	23	0.9856439241957895	Plante was inducted into the Hockey Hall of Fame in 1978 , was chosen as the goaltender of the Canadiens ' "dream team " in 1985 , and was inducted into the Quebec Sports Pantheon in 1994 .	NNP VBD VBN IN DT NNP NNP IN NNP IN CD , VBD VBN IN DT NN IN DT NNP POS NN NN '' IN CD , CC VBD VBN IN DT NNP NNP NNP IN CD .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O	the hockey hall of fame	choose as	the goaltender of the canadiens ' "dream team
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Plante.txt	7505	the goaltender of the Canadiens ' "dream team	was inducted into	the Quebec Sports Pantheon	15	23	28	31	31	35	0.9847099734609314	Plante was inducted into the Hockey Hall of Fame in 1978 , was chosen as the goaltender of the Canadiens ' "dream team " in 1985 , and was inducted into the Quebec Sports Pantheon in 1994 .	NNP VBD VBN IN DT NNP NNP IN NNP IN CD , VBD VBN IN DT NN IN DT NNP POS NN NN '' IN CD , CC VBD VBN IN DT NNP NNP NNP IN CD .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O	the goaltender of the canadiens ' "dream team	induct into	the quebec sports pantheon
