/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	583	1470 )	was	an Italian painter	3	5	5	6	6	9	0.41837149755463804	1400 – c. 1470 ) was an Italian painter .	CD NN NN CD -RRB- VBD DT JJ NN .	B-NP I-NP I-NP B-NP I-NP B-VP B-NP I-NP I-NP O	# )	be	an italian painter
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	584	Jacopo	was one of	the founders of the Renaissance style of painting	0	1	1	4	4	12	0.943908204426886	Jacopo was one of the founders of the Renaissance style of painting in Venice and northern Italy .	NNP VBD CD IN DT NNS IN DT NNP NN IN NN IN NNP CC JJ NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP O B-NP I-NP O	jacopo	be one of	the founders of the renaissance style of painting
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	585	His sons Gentile and Giovanni Bellini	were also	famous painters	0	6	13	15	15	17	0.8514996606048036	His sons Gentile and Giovanni Bellini , and his son-in-law Andrea Mantegna , were also famous painters .	PRP$ NNS NNP CC NNP NNP , CC PRP$ NN NNP NNP , VBD RB JJ NNS .	B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O B-VP B-ADVP B-NP I-NP O	his sons gentile and giovanni bellini	be	famous painters
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	586	Jacopo	had been a pupil of	Gentile da Fabriano	4	5	5	10	10	13	0.9357110401223149	Born in Venice , Jacopo had been a pupil of Gentile da Fabriano .	VBN IN NNP , NNP VBD VBN DT NN IN NNP NN NNP .	B-VP B-PP B-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP O	jacopo	be pupil of	gentile da fabriano
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	587	he	was in	Foligno	2	3	3	5	5	6	0.23490406018123564	In 1411–1412 he was in Foligno , where with Gentile he worked at the Palazzo Trinci frescoes .	IN CD PRP VBD IN NNP , WRB IN NNP PRP VBD IN DT NNP NNP NNS .	B-PP B-NP B-NP B-VP B-PP B-NP O B-ADVP B-PP B-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP O	he	be in	foligno
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	587	he	worked at	the Palazzo Trinci frescoes	10	11	11	13	13	17	0.26008131282923114	In 1411–1412 he was in Foligno , where with Gentile he worked at the Palazzo Trinci frescoes .	IN CD PRP VBD IN NNP , WRB IN NNP PRP VBD IN DT NNP NNP NNS .	B-PP B-NP B-NP B-VP B-PP B-NP O B-ADVP B-PP B-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP O	he	work at	the palazzo trinci frescoes
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	588	1423 Bellini	was in	Florence	1	3	3	5	5	6	0.8928224210177547	In 1423 Bellini was in Florence , where he knew the new works by Brunelleschi , Donatello , Masolino da Panicale and Masaccio .	IN CD NNP VBD IN NNP , WRB PRP VBD DT JJ NNS IN NNP , NNP , NNP NN NN CC NNP .	B-PP B-NP I-NP B-VP B-PP B-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP B-PP B-NP O B-NP O B-NP I-NP I-NP O B-NP O	# bellini	be in	florence
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	588	he	knew	the new works	8	9	9	10	10	13	0.024779672567626865	In 1423 Bellini was in Florence , where he knew the new works by Brunelleschi , Donatello , Masolino da Panicale and Masaccio .	IN CD NNP VBD IN NNP , WRB PRP VBD DT JJ NNS IN NNP , NNP , NNP NN NN CC NNP .	B-PP B-NP I-NP B-VP B-PP B-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP B-PP B-NP O B-NP O B-NP I-NP I-NP O B-NP O	he	know	the new works
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	589	he	opened a workshop in	Venice	2	3	3	7	7	8	0.4764258909664014	In 1424 he opened a workshop in Venice , which he ran right up until his death .	IN CD PRP VBD DT NN IN NNP , WDT PRP VBD RB RB IN PRP$ NN .	B-PP B-NP B-NP B-VP B-NP I-NP B-PP B-NP O B-NP B-NP B-VP B-ADVP I-ADVP B-PP B-NP I-NP O	he	open workshop in	venice
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	589	he	ran right up until	his death	10	11	11	15	15	17	0.27473659108691273	In 1424 he opened a workshop in Venice , which he ran right up until his death .	IN CD PRP VBD DT NN IN NNP , WDT PRP VBD RB RB IN PRP$ NN .	B-PP B-NP B-NP B-VP B-NP I-NP B-PP B-NP O B-NP B-NP B-VP B-ADVP I-ADVP B-PP B-NP I-NP O	he	run until	his death
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	591	c. 1430	is the panel with	Madonna and Child	1	3	3	7	7	10	0.9669669261305375	From c. 1430 is the panel with Madonna and Child , in the Accademia Carrara , once attributed to Gentile da Fabriano .	IN NN CD VBZ DT NN IN NNP CC NNP , IN DT NNP NNP , RB VBD TO NNP NN NNP .	B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP O B-ADVP B-VP B-PP B-NP I-NP I-NP O	c. #	be panel with	madonna and child
