/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6272	Jacques Marie Boutet	was	a French actor	0	3	3	4	4	7	0.874111709033325	Jacques Marie Boutet was a French actor and comic dramatist from Lunéville .	NNP NNP NNP VBD DT JJ NN CC JJ NN IN NNP .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-NP I-NP B-PP B-NP O	jacques marie boutet	be	a french actor
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6273	His pseudonym	was	Monvel	0	2	2	3	3	4	0.999999999958326	His pseudonym was Monvel .	PRP$ NN VBD NNP .	B-NP I-NP B-VP B-NP O	his pseudonym	be	monvel
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6274	He	was	a small , thin man	0	1	1	2	2	7	0.3154313966713446	He was a small , thin man without good looks or voice , and yet he became one of the greatest comedians of his time .	PRP VBD DT JJ , JJ NN IN JJ NNS CC NN , CC RB PRP VBD CD IN DT JJS NNS IN PRP$ NN .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	be	a small , thin man
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6274	he	became one of	the greatest comedians of his time	15	16	16	19	19	25	0.23128943083769413	He was a small , thin man without good looks or voice , and yet he became one of the greatest comedians of his time .	PRP VBD DT JJ , JJ NN IN JJ NNS CC NN , CC RB PRP VBD CD IN DT JJS NNS IN PRP$ NN .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	become one of	the greatest comedians of his time
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6275	he	made his debut in	1770	9	10	10	14	14	15	0.32277538327044053	After some years of apprenticeship in the provinces , he made his debut in 1770 at the Comédie-Française in Merope and Zenaide ; he was received socitaire in 1772 .	IN DT NNS IN NN IN DT NNS , PRP VBD PRP$ NN IN CD IN DT NN IN NNP CC NNP : PRP VBD VBN NN IN CD .	B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP B-PP B-NP O	he	make debut in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6275	he	was received	socitaire	23	24	24	26	26	27	0.25129169140991486	After some years of apprenticeship in the provinces , he made his debut in 1770 at the Comédie-Française in Merope and Zenaide ; he was received socitaire in 1772 .	IN DT NNS IN NN IN DT NNS , PRP VBD PRP$ NN IN CD IN DT NN IN NNP CC NNP : PRP VBD VBN NN IN CD .	B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP B-PP B-NP O	he	receive	socitaire
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6276	Monvel	secretly left Paris for	Sweden	5	6	6	10	10	11	0.9782534214772134	For some unknown reason , Monvel secretly left Paris for Sweden in 1781 , as the head of a troupe of French actors .	IN DT JJ NN , NNP RB VBD NNP IN NNP IN CD , IN DT NN IN DT NN IN JJ NNS .	B-PP B-NP I-NP I-NP O B-NP B-ADVP B-VP B-NP B-PP B-NP B-PP B-NP O B-SBAR B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	monvel	leave pari for	sweden
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6277	He	became	reader	0	1	1	2	2	3	0.04098923407185794	He became reader to the king , a post which he held for several years .	PRP VBD NN TO DT NN , DT NN WDT PRP VBD IN JJ NNS .	B-NP B-VP B-NP B-PP B-NP I-NP O B-NP I-NP B-NP B-NP B-VP B-PP B-NP I-NP O	he	become	reader
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6277	he	held for	several years	10	11	11	13	13	15	0.1108346742628103	He became reader to the king , a post which he held for several years .	PRP VBD NN TO DT NN , DT NN WDT PRP VBD IN JJ NNS .	B-NP B-VP B-NP B-PP B-NP I-NP O B-NP I-NP B-NP B-NP B-VP B-PP B-NP I-NP O	he	hold for	several years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6278	he	was the director for	the French theatre	3	4	4	8	8	11	0.7922036708881257	Until 1786 , he was the director for the French theatre in Bollhuset and had a great importance for the development for the organisation of the native Swedish theater as the educator of the first Swedish actors for the Royal Dramatic Theatre , such as Fredrique Löwen , Lars Hjortsberg and Maria Franck , in the modern style of acting ; among his troup of French actors was Anne Marie Milan Desguillons , who was also to have a great importance to the theater-life in Sweden .	IN CD , PRP VBD DT NN IN DT NNP NN IN NNP CC VBD DT JJ NN IN DT NN IN DT NN IN DT JJ JJ NN IN DT NN IN DT JJ JJ NNS IN DT NNP NNP NNP , JJ IN NNP NNP , NNP NNP CC NNP NNP , IN DT JJ NN IN VBG : IN PRP$ NN IN JJ NNS VBD NNP NNP NNP NNP , WP VBD RB TO VB DT JJ NN TO DT NN IN NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP I-PP B-NP I-NP O B-NP I-NP O B-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-VP O B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O	he	be director for	the french theatre
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6278	the French theatre	had a great importance for	the development	8	11	14	19	19	21	0.9610184578882423	Until 1786 , he was the director for the French theatre in Bollhuset and had a great importance for the development for the organisation of the native Swedish theater as the educator of the first Swedish actors for the Royal Dramatic Theatre , such as Fredrique Löwen , Lars Hjortsberg and Maria Franck , in the modern style of acting ; among his troup of French actors was Anne Marie Milan Desguillons , who was also to have a great importance to the theater-life in Sweden .	IN CD , PRP VBD DT NN IN DT NNP NN IN NNP CC VBD DT JJ NN IN DT NN IN DT NN IN DT JJ JJ NN IN DT NN IN DT JJ JJ NNS IN DT NNP NNP NNP , JJ IN NNP NNP , NNP NNP CC NNP NNP , IN DT JJ NN IN VBG : IN PRP$ NN IN JJ NNS VBD NNP NNP NNP NNP , WP VBD RB TO VB DT JJ NN TO DT NN IN NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP I-PP B-NP I-NP O B-NP I-NP O B-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-VP O B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O	the french theatre	have importance for	the development
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6278	his troup of French actors	was	Anne Marie Milan Desguillons	62	67	67	68	68	72	0.9203828807337062	Until 1786 , he was the director for the French theatre in Bollhuset and had a great importance for the development for the organisation of the native Swedish theater as the educator of the first Swedish actors for the Royal Dramatic Theatre , such as Fredrique Löwen , Lars Hjortsberg and Maria Franck , in the modern style of acting ; among his troup of French actors was Anne Marie Milan Desguillons , who was also to have a great importance to the theater-life in Sweden .	IN CD , PRP VBD DT NN IN DT NNP NN IN NNP CC VBD DT JJ NN IN DT NN IN DT NN IN DT JJ JJ NN IN DT NN IN DT JJ JJ NNS IN DT NNP NNP NNP , JJ IN NNP NNP , NNP NNP CC NNP NNP , IN DT JJ NN IN VBG : IN PRP$ NN IN JJ NNS VBD NNP NNP NNP NNP , WP VBD RB TO VB DT JJ NN TO DT NN IN NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP I-PP B-NP I-NP O B-NP I-NP O B-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-VP O B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O	his troup of french actors	be	anne marie milan desguillons
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6278	Anne Marie Milan Desguillons	was also to have	a great importance	68	72	74	78	78	81	0.054288888151911026	Until 1786 , he was the director for the French theatre in Bollhuset and had a great importance for the development for the organisation of the native Swedish theater as the educator of the first Swedish actors for the Royal Dramatic Theatre , such as Fredrique Löwen , Lars Hjortsberg and Maria Franck , in the modern style of acting ; among his troup of French actors was Anne Marie Milan Desguillons , who was also to have a great importance to the theater-life in Sweden .	IN CD , PRP VBD DT NN IN DT NNP NN IN NNP CC VBD DT JJ NN IN DT NN IN DT NN IN DT JJ JJ NN IN DT NN IN DT JJ JJ NNS IN DT NNP NNP NNP , JJ IN NNP NNP , NNP NNP CC NNP NNP , IN DT JJ NN IN VBG : IN PRP$ NN IN JJ NNS VBD NNP NNP NNP NNP , WP VBD RB TO VB DT JJ NN TO DT NN IN NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP I-PP B-NP I-NP O B-NP I-NP O B-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-VP O B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O	anne marie milan desguillons	be to have	a great importance
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6279	he	returned to	Paris	4	5	5	7	7	8	0.3998786973093595	At the French Revolution he returned to Paris , embraced its principles with ardour , and joined the theatre in the rue Richelieu and Mme Desgarcins , was soon to become the Théatre de la République .	IN DT NNP NNP PRP VBD TO NNP , VBD PRP$ NNS IN NN , CC VBD DT NN IN DT NN NNP CC NNP NNP , VBD RB TO VB DT NNP NNP NNP NNP .	B-PP B-NP I-NP I-NP B-NP B-VP B-PP B-NP O B-VP B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP B-NP I-NP I-NP I-NP O B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	he	return to	paris
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6279	he	embraced	its principles	4	5	9	10	10	12	0.129929899120204	At the French Revolution he returned to Paris , embraced its principles with ardour , and joined the theatre in the rue Richelieu and Mme Desgarcins , was soon to become the Théatre de la République .	IN DT NNP NNP PRP VBD TO NNP , VBD PRP$ NNS IN NN , CC VBD DT NN IN DT NN NNP CC NNP NNP , VBD RB TO VB DT NNP NNP NNP NNP .	B-PP B-NP I-NP I-NP B-NP B-VP B-PP B-NP O B-VP B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP B-NP I-NP I-NP I-NP O B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	he	embrace	its principles
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6279	its principles	joined	the theatre	10	12	16	17	17	19	0.6898895929798854	At the French Revolution he returned to Paris , embraced its principles with ardour , and joined the theatre in the rue Richelieu and Mme Desgarcins , was soon to become the Théatre de la République .	IN DT NNP NNP PRP VBD TO NNP , VBD PRP$ NNS IN NN , CC VBD DT NN IN DT NN NNP CC NNP NNP , VBD RB TO VB DT NNP NNP NNP NNP .	B-PP B-NP I-NP I-NP B-NP B-VP B-PP B-NP O B-VP B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP B-NP I-NP I-NP I-NP O B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	its principles	join	the theatre
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6279	the rue	was soon to become	the Théatre de la République	20	22	27	31	31	36	0.7864278622864992	At the French Revolution he returned to Paris , embraced its principles with ardour , and joined the theatre in the rue Richelieu and Mme Desgarcins , was soon to become the Théatre de la République .	IN DT NNP NNP PRP VBD TO NNP , VBD PRP$ NNS IN NN , CC VBD DT NN IN DT NN NNP CC NNP NNP , VBD RB TO VB DT NNP NNP NNP NNP .	B-PP B-NP I-NP I-NP B-NP B-VP B-PP B-NP O B-VP B-NP I-NP B-PP B-NP O O B-VP B-NP I-NP B-PP B-NP I-NP B-NP I-NP I-NP I-NP O B-VP B-ADVP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	the rue	be to become	the théatre de la république
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6280	Monvel	returned to	the reconstituted Comédie-Française	4	5	5	7	7	10	0.8046165404973732	After the Revolution , Monvel returned to the reconstituted Comédie-Française with all his old companions , but retired in 1807 .	IN DT NNP , NNP VBD TO DT JJ NN IN DT PRP$ JJ NNS , CC VBD IN CD .	B-PP B-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-VP B-PP B-NP O	monvel	return to	the reconstituted comédie-française
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6280	all his old companions	retired in	1807	11	15	17	19	19	20	0.6723456669462436	After the Revolution , Monvel returned to the reconstituted Comédie-Française with all his old companions , but retired in 1807 .	IN DT NNP , NNP VBD TO DT JJ NN IN DT PRP$ JJ NNS , CC VBD IN CD .	B-PP B-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-VP B-PP B-NP O	all his old companions	retire in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6281	Monvel	was made a member of	the Institute	0	1	1	6	6	8	0.9505176747463676	Monvel was made a member of the Institute in 1795 .	NNP VBD VBN DT NN IN DT NNP IN CD .	B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	monvel	make member of	the institute
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6282	He	wrote	six plays	0	1	1	2	2	4	0.9999999910315317	He wrote six plays .	PRP VBD CD NNS .	B-NP B-VP B-NP I-NP O	he	write	# plays
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Marie Boutet.txt	6283	He	also published	an historical novel	0	1	1	3	3	6	0.5126857930479297	He also published an historical novel , Fredgonde et Brunehaut .	PRP RB VBD DT JJ NN , NNP NNP NNP .	B-NP B-ADVP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP O	he	publish	an historical novel
