/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4198	Jacques Cujas	was	a French legal expert	0	2	2	3	3	7	0.9999999999144422	Jacques Cujas was a French legal expert .	NNP NNP VBD DT JJ JJ NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP O	jacques cujas	be	a french legal expert
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4199	He	was prominent among	the legal humanists	0	1	1	4	4	7	0.6568000998277224	He was prominent among the legal humanists or mos gallicus school , which sought to abandon the work of the medieval Commentators and concentrate on ascertaining the correct text and social context of the original works of Roman law .	PRP VBD JJ IN DT JJ NNS CC RB JJ NN , WDT VBD TO VB DT NN IN DT JJ NNS CC NN IN VBG DT JJ NN CC JJ NN IN DT JJ NNS IN NNP NN .	B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	be prominent among	the legal humanists
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4200	He	was born at	Toulouse	0	1	1	4	4	5	0.9212011629528429	He was born at Toulouse , where his father , surnamed Cujaus , was a fuller .	PRP VBD VBN IN NNP , WRB PRP$ NN , VBD NNP , VBD DT RB .	B-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP I-NP O B-VP B-NP O B-VP B-NP I-NP O	he	bear at	toulouse
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4200	Toulouse	surnamed	Cujaus	4	5	10	11	11	12	0.948703045329123	He was born at Toulouse , where his father , surnamed Cujaus , was a fuller .	PRP VBD VBN IN NNP , WRB PRP$ NN , VBD NNP , VBD DT RB .	B-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP I-NP O B-VP B-NP O B-VP B-NP I-NP O	toulouse	surname	cujaus
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4200	his father	was	a fuller	7	9	13	14	14	16	0.6154060979739471	He was born at Toulouse , where his father , surnamed Cujaus , was a fuller .	PRP VBD VBN IN NNP , WRB PRP$ NN , VBD NNP , VBD DT RB .	B-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP I-NP O B-VP B-NP O B-VP B-NP I-NP O	his father	be	a fuller
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4201	he	studied law under	Arnaud du Ferrièr	7	8	8	11	11	14	0.5886439085050873	Having taught himself Latin and Greek , he studied law under Arnaud du Ferrièr , then professor at Toulouse , and rapidly gained a great reputation as a lecturer on Justinian .	VBG VBD PRP NNP CC NNP , PRP VBD NN IN NNP NNP NNP , RB NN IN NNP , CC RB VBD DT JJ NN IN DT NN IN NNP .	B-VP I-VP B-NP I-INTJ O B-NP O B-NP B-VP B-NP B-PP B-NP I-NP I-NP O B-ADVP B-NP B-PP B-NP O O B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O	he	study law under	arnaud du ferrièr
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4201	professor	rapidly gained a great reputation as	a lecturer	16	17	21	27	27	29	0.6519415614650476	Having taught himself Latin and Greek , he studied law under Arnaud du Ferrièr , then professor at Toulouse , and rapidly gained a great reputation as a lecturer on Justinian .	VBG VBD PRP NNP CC NNP , PRP VBD NN IN NNP NNP NNP , RB NN IN NNP , CC RB VBD DT JJ NN IN DT NN IN NNP .	B-VP I-VP B-NP I-INTJ O B-NP O B-NP B-VP B-NP B-PP B-NP I-NP I-NP O B-ADVP B-NP B-PP B-NP O O B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O	professor	gain reputation as	a lecturer
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4202	he	was appointed professor of	law	2	3	3	7	7	8	0.098411561481008	In 1554 he was appointed professor of law at Cahors , and about a year after Michel de l'Hôpital called him to Bourges .	IN CD PRP VBD VBN NN IN NN IN NNP , CC IN DT NN IN NNP FW NN VBD PRP TO NNP .	B-PP B-NP B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP O O B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP B-PP B-NP O	he	appoint professor of	law
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4202	Michel de l'Hôpital	called	him	16	19	19	20	20	21	0.056023765131647446	In 1554 he was appointed professor of law at Cahors , and about a year after Michel de l'Hôpital called him to Bourges .	IN CD PRP VBD VBN NN IN NN IN NNP , CC IN DT NN IN NNP FW NN VBD PRP TO NNP .	B-PP B-NP B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP O O B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP B-NP B-PP B-NP O	michel de l'hôpital	call	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4203	François Douaren	also held a professorship at	Bourges	0	2	4	9	9	10	0.9728714696432549	François Douaren , who also held a professorship at Bourges , stirred up the students against the new professor , and Cujas was glad to accept an invitation he had received to the University of Valence .	NNP NNP , WP RB VBD DT NN IN NNP , VBD RP DT NNS IN DT JJ NN , CC NNP VBD JJ TO VB DT NN PRP VBD VBN TO DT NNP IN NNP .	B-NP I-NP O B-NP B-ADVP B-VP B-NP I-NP B-PP B-NP O B-VP B-PRT B-NP I-NP B-PP B-NP I-NP I-NP O O B-NP B-VP B-ADJP B-VP I-VP B-NP I-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP O	françois douaren	hold professorship at	bourges
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Cujas.txt	4203	a professorship	stirred up	the students	6	8	11	13	13	15	0.6462470315211204	François Douaren , who also held a professorship at Bourges , stirred up the students against the new professor , and Cujas was glad to accept an invitation he had received to the University of Valence .	NNP NNP , WP RB VBD DT NN IN NNP , VBD RP DT NNS IN DT JJ NN , CC NNP VBD JJ TO VB DT NN PRP VBD VBN TO DT NNP IN NNP .	B-NP I-NP O B-NP B-ADVP B-VP B-NP I-NP B-PP B-NP O B-VP B-PRT B-NP I-NP B-PP B-NP I-NP I-NP O O B-NP B-VP B-ADJP B-VP I-VP B-NP I-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP O	a professorship	stir up	the students
