/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10612	Jade Sheena Jezebel Jagger	is	an English jewelry designer	0	4	4	5	5	9	0.9669114918607485	Jade Sheena Jezebel Jagger is an English jewelry designer , socialite and former model .	NNP NNP NNP NNP VBZ DT JJ NN NN , NN CC JJ NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O B-NP O B-NP I-NP O	jade sheena jezebel jagger	be	an english jewelry designer
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10613	Jagger	was born in	Paris	0	1	1	4	4	5	0.9807000887404874	Jagger was born in Paris , France .	NN VBD VBN IN NNP , NNP .	B-NP B-VP I-VP B-PP B-NP O B-NP O	jagger	bear in	paris
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10614	She	is the only child of	Bianca	0	1	1	6	6	7	0.884597171789429	She is the only child of Bianca , a Nicaraguan-born actress and philanthropist , and Mick Jagger , an English musician and actor .	PRP VBZ DT JJ NN IN NNP , DT JJ NN CC NN , CC NNP NNP , DT JJ NN CC NN .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O	she	be child of	bianca
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10615	her family	lived on	London 's fashionable Cheyne Walk	7	9	9	11	11	16	0.9985755539159186	In her early years , Jagger and her family lived on London 's fashionable Cheyne Walk in Chelsea .	IN PRP$ JJ NNS , NNP CC PRP$ NN VBD IN NNP POS JJ NNP NNP IN NNP .	B-PP B-NP I-NP I-NP O B-NP O B-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	her family	live on	london 's fashionable cheyne walk
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10616	Jagger 's parents	divorced in	1978	0	3	3	5	5	6	0.7579053866071945	Jagger 's parents divorced in 1978 ; subsequently , she spent most of her time living in Manhattan with her jet-set mother and was often dropped off at the Factory to be babysat by her mother 's friend , pop artist Andy Warhol .	NN POS NNS VBD IN CD : RB , PRP VBD RBS IN PRP$ NN VBG IN NNP IN PRP$ JJ NN CC VBD RB VBN RP IN DT NN TO VB NN IN PRP$ NN POS NN , NN NN NNP NNP .	B-NP I-NP I-NP B-VP B-PP B-NP O B-ADVP O B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP B-PP B-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	jagger 's parents	divorce in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10616	she	spent most of	her time	9	10	10	13	13	15	0.02858647150374588	Jagger 's parents divorced in 1978 ; subsequently , she spent most of her time living in Manhattan with her jet-set mother and was often dropped off at the Factory to be babysat by her mother 's friend , pop artist Andy Warhol .	NN POS NNS VBD IN CD : RB , PRP VBD RBS IN PRP$ NN VBG IN NNP IN PRP$ JJ NN CC VBD RB VBN RP IN DT NN TO VB NN IN PRP$ NN POS NN , NN NN NNP NNP .	B-NP I-NP I-NP B-VP B-PP B-NP O B-ADVP O B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP B-PP B-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	she	spend most of	her time
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10616	Manhattan	was often dropped off at	the Factory	17	18	23	28	28	30	0.6156775449058908	Jagger 's parents divorced in 1978 ; subsequently , she spent most of her time living in Manhattan with her jet-set mother and was often dropped off at the Factory to be babysat by her mother 's friend , pop artist Andy Warhol .	NN POS NNS VBD IN CD : RB , PRP VBD RBS IN PRP$ NN VBG IN NNP IN PRP$ JJ NN CC VBD RB VBN RP IN DT NN TO VB NN IN PRP$ NN POS NN , NN NN NNP NNP .	B-NP I-NP I-NP B-VP B-PP B-NP O B-ADVP O B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP B-PP B-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	manhattan	drop off at	the factory
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10617	Jagger	attended	the Spence School	3	4	4	5	5	8	0.9311793950783832	In Manhattan , Jagger attended the Spence School .	IN NNP , NNP VBD DT NNP NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP O	jagger	attend	the spence school
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10618	she	enrolled in	the all-girls	6	7	7	9	9	11	0.013536421516226454	At the age of 14 , she enrolled in the all-girls boarding school in St Mary’s , Calne , England .	IN DT NN IN CD , PRP VBD IN DT NNS VBG NN IN NNP NNP , NNP , NNP .	B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP B-VP B-NP B-PP B-NP I-NP O B-NP O B-NP O	she	enrol in	the all-girls
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10619	Jade	set up	Jade Inc.	3	4	4	6	6	8	0.91360963514526	In 1996 , Jade set up Jade Inc. with Tamsin De Roemer designing jewellery , and in 2001 she began working as the Creative Director for Garrard , the English company dealing in high-end jewelry .	IN CD , NNP VBD RP NNP NNP IN NNP NNP NNP VBG NN , CC IN CD PRP VBD VBG IN DT JJ NNP IN NNP , DT JJ NN VBG IN JJ NN .	B-PP B-NP O B-NP B-VP B-PRT B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O O B-PP B-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP O B-NP I-NP I-NP B-VP B-PP B-NP I-NP O	jade	set up	jade inc.
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Jagger.txt	10619	she	began working as	the Creative Director	18	19	19	22	22	25	0.6857470777687107	In 1996 , Jade set up Jade Inc. with Tamsin De Roemer designing jewellery , and in 2001 she began working as the Creative Director for Garrard , the English company dealing in high-end jewelry .	IN CD , NNP VBD RP NNP NNP IN NNP NNP NNP VBG NN , CC IN CD PRP VBD VBG IN DT JJ NNP IN NNP , DT JJ NN VBG IN JJ NN .	B-PP B-NP O B-NP B-VP B-PRT B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O O B-PP B-NP B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP O B-NP I-NP I-NP B-VP B-PP B-NP I-NP O	she	begin work as	the creative director
